,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,16,7,0.39130433081285515,0.04078014177166642,15.2,0.40789473684210525,6.243157894736842,15.2,124,303,2.53,8,6.749174917491749
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,6,16,-0.4545454338842984,0.03497615256760548,16.0,0.5394736842105263,6.615789473684211,16.0,164,304,2.839590443686007,5,7.5
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,10,7,0.17647057785467188,0.03648068661699423,17.857142857142858,0.468,7.330057142857143,17.857142857142858,117,250,2.764705882352941,4,7.064
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,11,11,0.0,0.04772234262966954,12.4,0.5645161290322581,5.185806451612904,12.4,140,248,2.9227642276422765,7,7.612903225806452
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,14,3,0.6470587854671302,0.04450261768454812,11.789473684210526,0.47767857142857145,4.906860902255639,11.789473684210526,107,224,2.8798076923076925,1,7.263392857142857
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,27,51,-0.3076923037475346,0.06440957880725881,12.339622641509434,0.4525993883792049,5.116888811955456,12.339622641509434,296,654,2.570962479608483,1,6.7629969418960245
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,14,20,-0.17647058304498286,0.048295454476853045,17.666666666666668,0.4609164420485175,7.2510332434860745,17.666666666666668,171,368,2.6222222222222222,4,6.994565217391305
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,55,69,-0.11290322489594173,0.0575940547804951,13.03448275862069,0.5158730158730159,5.420142309797483,13.03448275862069,585,1133,2.7157221206581355,1,7.06531332744925
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,10,24,-0.41176469377162667,0.04057279231435228,12.243243243243244,0.47902869757174393,5.0889087763259955,12.243243243243244,217,452,2.6286353467561523,2,7.157079646017699
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,21,11,0.3124999902343753,0.03322949113891019,13.368421052631579,0.5,5.5473684210526315,13.368421052631579,254,505,2.634920634920635,3,7.417821782178218
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,32,27,0.08474576127549557,0.051438535264656894,10.96551724137931,0.4937106918238994,4.5836911732812835,10.96551724137931,314,634,2.6618819776714515,10,7.451104100946372
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,45,12,0.5789473582640815,0.0409482758326521,13.0,0.5026525198938993,5.40106100795756,13.0,379,754,2.674355495251018,2,7.143236074270557
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,35,46,-0.1358024674592288,0.05636743211108738,10.090909090909092,0.5263835263835264,4.246917046917047,10.090909090909092,409,777,2.6584093872229464,3,7.002574002574002
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,36,3,0.8461538244575944,0.049429657732028315,14.533333333333333,0.5711009174311926,6.041773700305811,14.533333333333333,249,434,2.886574074074074,1,7.817972350230415
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,52,41,0.1182795686206498,0.07056145669911877,10.202898550724637,0.4772727272727273,4.272068511198945,10.202898550724637,336,701,2.619456366237482,9,7.022824536376604
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,84,31,0.4608695612098299,0.05378858743976212,15.209876543209877,0.5568181818181818,6.3066778900112235,15.209876543209877,686,1232,2.8057851239669422,2,7.440746753246753
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,73,36,0.33944953817018775,0.060354374274443866,11.797297297297296,0.4513172966781214,4.899445837590168,11.797297297297296,394,868,2.532013969732247,7,6.753456221198157
54,91,https://insights.blackcoffer.com/human-rights-outlook/,78,37,0.3565217360302458,0.055961070532379045,12.382022471910112,0.5644283121597096,5.178580313627929,12.382022471910112,622,1097,2.786825251601098,3,7.437556973564266
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,84,22,0.5849056548593806,0.05512220485953083,11.28735632183908,0.4439918533604888,4.692539270079828,11.28735632183908,436,977,2.582383419689119,18,6.710337768679632
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,70,25,0.47368420554016627,0.04521656351964942,12.705882352941176,0.462037037037037,5.267167755991285,12.705882352941176,499,1072,2.588740458015267,13,6.952425373134329
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,60,22,0.4634146284949436,0.051702395932091805,13.220338983050848,0.47435897435897434,5.477879182963929,13.220338983050848,370,775,2.575875486381323,19,7.016774193548387
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,33,12,0.46666665629629656,0.044160942056760605,10.54,0.48007590132827327,4.408030360531309,10.54,253,523,2.604651162790698,8,7.065009560229446
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,48,13,0.5737704823972052,0.06269270291604039,12.725,0.44597249508840864,5.2683889980353635,12.725,227,508,2.464,3,6.748031496062992
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,84,39,0.3658536555621654,0.04791585506508927,14.433333333333334,0.48498845265588914,5.9673287143956895,14.433333333333334,630,1293,2.6570086139389195,10,6.878576952822892
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,63,61,0.016129032127991678,0.05173133080862272,11.538461538461538,0.465,4.801384615384616,11.538461538461538,558,1193,2.5184563758389262,2,6.913663034367142
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,51,20,0.4366197121602858,0.04899930983505913,13.322033898305085,0.5534351145038168,5.550187605123561,13.322033898305085,435,783,2.835249042145594,9,7.57088122605364
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,46,28,0.24324323995617245,0.04728434501770968,11.051948051948052,0.45475910693301996,4.602682863552429,11.051948051948052,387,850,2.599756690997567,7,6.721176470588235
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,72,23,0.5157894682548477,0.049350649325012645,11.7375,0.48242811501597443,4.887971246006391,11.7375,453,936,2.6294307196562836,33,6.988247863247863
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,76,21,0.5670103034328835,0.05154091389397401,11.505882352941176,0.49079754601226994,4.798671959581379,11.505882352941176,480,975,2.7069864442127214,12,7.1005128205128205
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,32,0,0.9999999687500011,0.043010752630361894,16.076923076923077,0.5526315789473685,6.651821862348179,16.076923076923077,231,418,2.8719806763285023,1,7.511961722488039
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,109,39,0.47297296977720965,0.07139411477501491,87.66666666666667,0.44771863117870725,35.24575411913815,87.66666666666667,471,1052,2.5106796116504855,16,6.63403041825095
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,29,0,0.9999999655172426,0.02923387093827231,10.673469387755102,0.5449330783938815,4.487360986459594,10.673469387755102,285,521,2.762088974854932,1,7.389635316698657
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,20,6,0.5384615177514801,0.02719665269121689,11.533333333333333,0.5645472061657033,4.839152215799615,11.533333333333333,293,519,2.8215686274509806,1,7.7784200385356455
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,7,3,0.39999996000000404,0.02624671909121596,20.363636363636363,0.5401785714285714,8.361525974025975,20.363636363636363,121,224,2.832579185520362,3,7.633928571428571
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,40,69,-0.2660550434306877,0.06453522790732076,14.32258064516129,0.5101351351351351,5.93308631211857,14.32258064516129,453,883,2.6206896551724137,3,7.033975084937713
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,26,15,0.26829267638310544,0.04179408762304374,14.416666666666666,0.4701348747591522,5.954720616570327,14.416666666666666,244,519,2.639442231075697,4,6.938342967244702
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,75,38,0.3274336254209414,0.04917319406041201,11.378947368421052,0.4606845513413506,4.735852767904961,11.378947368421052,498,1076,2.6007497656982195,10,6.947026022304833
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,55,3,0.896551708680143,0.06473214278489717,9.857142857142858,0.5383022774327122,4.158178053830229,9.857142857142858,260,483,2.72,5,7.318840579710145
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,14,1,0.8666666088888928,0.024999999958333335,16.285714285714285,0.45321637426900585,6.695572263993316,16.285714285714285,155,342,2.646017699115044,1,6.941520467836257
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,30,7,0.6216216048210378,0.03480714954392554,14.564102564102564,0.477112676056338,6.016486096063561,14.564102564102564,271,566,2.5585585585585586,5,6.779151943462898
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,19,8,0.4074073923182447,0.037921348261346424,15.72,0.49872773536895676,6.487491094147583,15.72,196,392,2.8419689119170983,2,7.313775510204081
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,25,8,0.5151514995408637,0.054009819878871,9.65625,0.5242718446601942,4.072208737864078,9.65625,162,306,2.8664495114006514,1,7.562091503267974
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,11,0,0.9999999090909174,0.03072625689741269,14.714285714285714,0.558252427184466,6.109015256588072,14.714285714285714,115,206,2.9411764705882355,3,7.830097087378641
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,32,37,-0.07246376706574251,0.06106194684861774,9.220338983050848,0.41544117647058826,3.8543120638085746,9.220338983050848,226,537,2.500924214417745,14,6.692737430167598
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,15,2,0.7647058373702448,0.0442708332180447,15.642857142857142,0.5114155251141552,6.46170906718852,15.642857142857142,112,218,2.7685185185185186,2,7.284403669724771
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,43,10,0.6226414976860095,0.05735930729723019,11.772727272727273,0.581081081081081,4.941523341523342,11.772727272727273,301,518,2.9332023575638506,1,7.642857142857143
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,7,7,0.0,0.03932584258616336,16.25,0.5076923076923077,6.7030769230769245,16.25,99,193,2.774869109947644,5,7.373056994818653
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,14,25,-0.2820512748191981,0.06467661680816482,12.75,0.4673202614379085,5.286928104575164,12.75,143,297,2.6567656765676566,6,7.158249158249158
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,37,46,-0.10843373363332852,0.03944866918277155,13.846153846153847,0.5351851851851852,5.752535612535613,13.846153846153847,578,1079,2.803538175046555,17,7.531047265987025
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,61,23,0.45238094699546494,0.041176470568050745,13.52,0.4250493096646943,5.578019723865878,13.52,431,1006,2.5410334346504557,19,6.6978131212723655
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,52,26,0.3333333290598291,0.04234527684997542,12.780821917808218,0.43193997856377275,5.285104758548797,12.780821917808218,403,930,2.507150715071507,17,6.688172043010753
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,30,5,0.7142856938775517,0.03056768556282298,7.098591549295775,0.47023809523809523,3.027531857813548,7.098591549295775,237,495,2.5983772819472617,1,6.961616161616162
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,58,7,0.784615372544379,0.03617139675226967,12.790322580645162,0.45901639344262296,5.299735589635114,12.790322580645162,364,790,2.5096030729833547,5,6.735443037974684
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,41,6,0.7446808352195567,0.0662905499770232,16.761904761904763,0.5,6.904761904761905,16.761904761904763,176,350,2.7342857142857144,9,7.054285714285714
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,55,15,0.5714285632653062,0.03619441570000288,14.375,0.5082125603864734,5.95328502415459,14.375,526,1032,2.7169441723800194,8,7.040697674418604
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,38,70,-0.2962962935528121,0.08188021221995434,8.445945945945946,0.472,3.567178378378378,8.445945945945946,295,619,2.577170418006431,12,6.882067851373183
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,70,22,0.5217391247637052,0.06424581001100152,8.883116883116884,0.3845029239766082,3.707047922837397,8.883116883116884,263,679,2.3875739644970415,6,6.58321060382916
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,28,32,-0.06666666555555557,0.04669260696755439,13.686274509803921,0.3825214899713467,5.627518399910108,13.686274509803921,267,697,2.3679525222551927,1,6.51793400286944
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,34,21,0.2363636320661158,0.039568345295274567,10.055555555555555,0.5124309392265194,4.22719459791283,10.055555555555555,371,720,2.726507713884993,7,7.3625
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,38,73,-0.31531531247463684,0.08246656754645872,9.228571428571428,0.47678018575851394,3.882140645731977,9.228571428571428,308,638,2.5654205607476634,14,6.866771159874608
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,31,11,0.476190464852608,0.04520990307297104,12.578947368421053,0.47280334728033474,5.220700286280556,12.578947368421053,226,477,2.544468546637744,6,6.884696016771488
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,14,6,0.399999980000001,0.038986354699831666,18.4,0.47101449275362317,7.5484057971014495,18.4,130,276,2.714814814814815,1,7.217391304347826
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,32,17,0.3061224427321951,0.04929577459829399,19.571428571428573,0.48175182481751827,8.021272158498437,19.571428571428573,264,548,2.6567717996289426,1,7.235401459854015
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,33,30,0.04761904686318973,0.04136572551453334,12.85483870967742,0.4755332496863237,5.332148783745498,12.85483870967742,379,793,2.577319587628866,6,6.9621689785624215
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,41,11,0.5769230658284026,0.01276073619318755,8.956521739130435,0.3993821712268314,3.742361564142907,8.956521739130435,905,2264,2.3777777777777778,1,6.312279151943463
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,44,46,-0.022222221975308647,0.04364694469270274,11.784090909090908,0.49469623915139826,4.911514859296923,11.784090909090908,513,1032,2.6141732283464565,11,7.037790697674419
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,34,64,-0.30612244585589343,0.0536105032529483,15.253731343283581,0.5606653620352251,6.325758682127523,15.253731343283581,573,1022,2.756,1,7.2749510763209395
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,9,1,0.7999999200000081,0.029411764619377164,17.363636363636363,0.5026178010471204,7.1465016658733935,17.363636363636363,96,190,2.860215053763441,3,7.4
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,44,4,0.8333333159722226,0.04102564099057637,14.19047619047619,0.4664429530201342,5.86276765739853,14.19047619047619,278,593,2.5240549828178693,2,6.7521079258010115
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,51,34,0.19999999764705886,0.039044556711509165,8.467213114754099,0.45885769603097776,3.5704283243140305,8.467213114754099,474,1023,2.5634765625,6,6.958944281524927
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,63,15,0.6153846074950692,0.03793774317220927,11.677777777777777,0.4871550903901047,4.865973147267153,11.677777777777777,512,1047,2.5514563106796118,6,6.910219675262655
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,42,33,0.11999999840000003,0.055637982154571226,14.137254901960784,0.44521497919556174,5.832987952462538,14.137254901960784,321,716,2.5659574468085107,4,6.907821229050279
110,147,https://insights.blackcoffer.com/the-future-of-investing/,23,44,-0.3134328311427936,0.03279490943083949,14.448717948717949,0.481810115350488,5.972211225627375,14.448717948717949,543,1127,2.7152380952380955,2,7.085181898846495
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,24,40,-0.24999999609375007,0.05194805190588632,12.264150943396226,0.47384615384615386,5.095198838896952,12.264150943396226,308,650,2.6455696202531644,4,7.049230769230769
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,48,48,0.0,0.06307490140402437,9.881578947368421,0.4673768308921438,4.139582311304227,9.881578947368421,351,746,2.5635876840696117,28,6.82171581769437
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,36,27,0.1428571405895692,0.04677060130158084,17.463414634146343,0.4762569832402235,7.175868646954626,17.463414634146343,341,714,2.6260623229461757,13,6.92436974789916
